fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	envios	ganancia	iteracion
20221010 162822	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	3382	TRUE	113111	0.00503064583858445	0.759835276544386	4105	1024	14997	54410000	37
20221010 164311	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1389	TRUE	113111	0.00502583764063055	0.355926203346729	2416	598	14996	54970000	38
20221010 165753	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	2383	TRUE	113111	0.00512109294743865	0.27732518552534	7996	469	14989	53630000	39
20221010 171405	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1731	TRUE	113111	0.00503119603279361	0.642243530515573	2164	404	14998	55130000	40
20221010 171547	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	204	TRUE	113111	0.0440166682610042	0.200254509505635	2632	206	14998	53770000	41
20221010 173519	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	2362	TRUE	113111	0.00504695024775496	0.613593103064255	2262	664	15000	55200000	42
20221010 175354	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	2250	TRUE	113111	0.00508986510802224	0.774884646316106	2192	627	14997	55050000	43
20221010 181743	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	2583	TRUE	113111	0.00510466823799029	0.503725221763161	2398	352	14997	55370000	44
20221010 183316	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1591	TRUE	113111	0.00501945661558329	0.468739618877827	2349	266	14995	54810000	45
20221010 185336	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	2623	TRUE	113111	0.00522730110312285	0.518236663668172	2453	466	14991	54820000	46
20221010 191705	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	3136	TRUE	113111	0.00500900579672826	0.717597343995748	2967	345	14996	55450000	47
20221010 192048	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	594	TRUE	113111	0.0290962869949906	0.694908943216367	3039	349	14996	54250000	48
20221010 193316	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1692	TRUE	113111	0.00504918158487211	0.785078103959459	6107	335	15000	54080000	49
20221010 193447	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	283	TRUE	113111	0.0712527629386896	0.203191033046616	6761	754	14995	53930000	50
