fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	envios	ganancia	iteracion
20220928 231132	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	474	TRUE	113111	0.00767171894173044	0.402040810100967	273	140	9298	26610000	112
20220928 231228	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	149	TRUE	113111	0.0389902238393817	0.395945418118804	1811	407	9165	27110000	113
20220928 231318	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	150	TRUE	113111	0.0411161559093531	0.364817116266167	3248	428	9306	26510000	114
20220928 231427	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	88	TRUE	113111	0.0362136997312018	0.397319305556098	487	366	9475	26810000	115
20220928 231527	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	138	TRUE	113111	0.0368053233647717	0.406821509328973	1419	470	8963	26240000	116
20220928 231623	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	114	TRUE	113111	0.0403751236055139	0.420356436327069	960	331	9313	26740000	117
20220928 232635	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1331	TRUE	113111	0.00503345725913913	0.314956392306129	111	292	8960	26320000	118
20220928 233318	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1193	TRUE	113111	0.00508912481441087	0.388913429791875	2523	241	9684	26800000	119
20220928 233705	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	484	TRUE	113111	0.0117643822545969	0.410718967296497	626	267	9268	26830000	120
20220928 233749	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	81	TRUE	113111	0.0537438556420488	0.351468342032367	1186	130	9493	26540000	121
20220928 234459	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	992	TRUE	113111	0.00501202729272157	0.524581489994016	1542	164	8210	26380000	122
20220928 234737	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	359	TRUE	113111	0.0136112265522386	0.38026231663482	1179	367	9577	26850000	123
20220928 235032	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	378	TRUE	113111	0.0100288994689636	0.386126482012977	3126	356	9029	26670000	124
20220928 235213	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	185	TRUE	113111	0.0199512579233403	0.399355380032724	1294	329	9232	26820000	125
20220928 235310	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	154	TRUE	113111	0.038017401219675	0.383972780117614	1410	222	9278	26650000	126
20220928 235548	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	372	TRUE	113111	0.0149524457795748	0.480626326630171	1161	353	9287	26790000	127
20220929 000041	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	993	TRUE	113111	0.00869230583240147	0.457100709940249	1805	342	9956	26890000	128
20220929 000828	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	953	TRUE	113111	0.00905984759579588	0.580157857669424	20	342	9710	26180000	129
20220929 001112	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	595	TRUE	113111	0.0156066256195929	0.429427584471236	2421	321	10015	26130000	130
20220929 001545	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	741	TRUE	113111	0.00914361945522716	0.455218963222986	1319	417	9355	26810000	131
20220929 001739	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	360	TRUE	113111	0.0233559090389664	0.406051385758874	428	80	9194	26900000	132
20220929 002038	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	244	TRUE	113111	0.00655995453774683	0.681969041154392	24	63	9687	26310000	133
20220929 002230	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	212	TRUE	113111	0.0243037316347373	0.376485848567459	202	218	9157	26410000	134
20220929 002316	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	81	TRUE	113111	0.0464041700934579	0.3881233734772	160	63	9382	26440000	135
20220929 002414	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	156	TRUE	113111	0.0380835179563813	0.342175111580568	1219	408	9717	27370000	136
20220929 002531	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	111	TRUE	113111	0.0393531909552424	0.365671489633962	665	396	9490	27580000	137
20220929 003205	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1157	TRUE	113111	0.00506618777525819	0.481024758188985	3922	370	9667	26190000	138
20220929 003329	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	140	TRUE	113111	0.0392211553985974	0.362826119810969	327	415	9539	26770000	139
20220929 003427	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	136	TRUE	113111	0.0396334056267389	0.365789316979352	1530	376	9576	27010000	140
20220929 003649	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	363	TRUE	113111	0.0176746201481756	0.398908374252952	938	397	9831	26740000	141
20220929 004136	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	646	TRUE	113111	0.00615283629090453	0.365780929715668	651	55	8806	26870000	142
20220929 004328	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	130	TRUE	113111	0.0147917730564156	0.43701462510675	17	92	9497	26370000	143
20220929 004747	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	779	TRUE	113111	0.00505167385191697	0.223047640001507	7	16	9278	27210000	144
20220929 004846	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	110	TRUE	113111	0.0375849178841035	0.330168062226448	1155	392	9343	26760000	145
20220929 004904	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	47	TRUE	113111	0.0822437882934301	0.788125951370597	4137	169	8321	25040000	146
20220929 005008	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	372	TRUE	113111	0.0393451985023435	0.655843527461446	3663	376	9424	25960000	147
20220929 005051	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	144	TRUE	113111	0.0380733897694114	0.685961729628925	3732	409	9540	26280000	148
20220929 005233	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	405	TRUE	113111	0.0148933510083688	0.860724188829735	3917	136	9138	26050000	149
20220929 005542	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1201	TRUE	113111	0.0140635867305263	0.8194796943876	3188	127	9250	26140000	150
20220929 005750	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	402	TRUE	113111	0.0117720517295848	0.690017751617888	3067	139	9277	25930000	151
20220929 010046	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	742	TRUE	113111	0.00871929678835694	0.676253768570224	4168	239	9711	26420000	152
20220929 010250	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	331	TRUE	113111	0.0393655807204277	0.255007060613023	119	420	9618	25250000	153
20220929 010339	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	98	TRUE	113111	0.0393537357085079	0.384802856274839	1755	385	9200	26880000	154
20220929 010538	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	358	TRUE	113111	0.0141144785787777	0.224226207093691	1770	41	9157	26890000	155
20220929 010706	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	134	TRUE	113111	0.035280022620491	0.368673544388831	339	400	9257	26690000	156
20220929 010745	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	97	TRUE	113111	0.0505020160317008	0.339064390863278	2071	371	9793	26180000	157
20220929 010842	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	159	TRUE	113111	0.041940131060496	0.372147379945573	1340	398	9412	26860000	158
20220929 011043	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	324	TRUE	113111	0.01480252768707	0.386408531219775	1666	36	8924	26880000	159
20220929 011709	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	850	TRUE	113111	0.00512502061920019	0.400952812965404	1389	127	8861	26440000	160
20220929 011820	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	162	TRUE	113111	0.0394279888026131	0.339304574903402	752	370	9524	27440000	161
20220929 011933	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	144	TRUE	113111	0.0393647445680136	0.344939602179551	413	347	9473	26740000	162
20220929 012005	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	114	TRUE	113111	0.0867781215256348	0.273996802387759	1559	691	6117	24650000	163
20220929 012035	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	154	TRUE	113111	0.0599340372699779	0.879192877474614	5148	986	10119	26170000	164
20220929 012320	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	523	TRUE	113111	0.0144788828701095	0.610177745458484	1234	993	13967	24150000	165
20220929 012429	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	239	TRUE	113111	0.0315020533252493	0.338300335240596	2688	387	9489	26630000	166
20220929 012820	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	515	TRUE	113111	0.0080167784141895	0.378358382031511	1791	80	9221	26600000	167
20220929 012934	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	294	TRUE	113111	0.0391986164675587	0.338435262213624	2052	449	9861	26760000	168
20220929 013321	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	739	TRUE	113111	0.00799330528611139	0.271143899472403	2642	48	9277	26730000	169
20220929 013406	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	65	TRUE	113111	0.0471964745899304	0.365627080173981	755	388	9474	26500000	170
20220929 013611	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	211	TRUE	113111	0.0154474134192622	0.407985055297158	573	94	9620	27160000	171
20220929 013629	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	66	TRUE	113111	0.0780820051961369	0.864198611540161	7255	521	14423	23160000	172
20220929 013730	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	193	TRUE	113111	0.03832354909806	0.3374094624985	1351	368	10104	27240000	173
20220929 013826	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	99	TRUE	113111	0.0405339254637167	0.36639123690393	728	169	9240	27360000	174
20220929 013916	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	90	TRUE	113111	0.0441422625433148	0.364063647371849	935	97	9315	27130000	175
20220929 014241	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	517	TRUE	113111	0.00898092109142597	0.411046672246183	555	54	9413	26780000	176
20220929 014539	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	361	TRUE	113111	0.0142403768149731	0.391420088662498	587	246	9315	27450000	177
20220929 014751	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	211	TRUE	113111	0.0159085296575265	0.392371551019869	457	134	9326	26950000	178
20220929 015112	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	297	TRUE	113111	0.0121587321320718	0.386725623768145	472	262	8947	26590000	179
20220929 015334	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	484	TRUE	113111	0.0160592241122094	0.393273212659452	2982	253	9645	26390000	180
20220929 015525	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	284	TRUE	113111	0.0177475163622684	0.363181189672621	1756	102	9792	26500000	181
20220929 015618	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	91	TRUE	113111	0.0419018247789513	0.365389461255004	755	185	8716	27130000	182
20220929 015852	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	268	TRUE	113111	0.0143683495904359	0.399130912765807	710	218	9361	27040000	183
20220929 020510	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1057	TRUE	113111	0.00500527403325285	0.369789109307854	2416	252	9257	26690000	184
20220929 020604	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	112	TRUE	113111	0.0400381019999489	0.365442240068229	1919	390	8514	26500000	185
20220929 021451	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1561	TRUE	113111	0.00534260467921851	0.585530162465107	280	133	9166	26630000	186
20220929 021844	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	633	TRUE	113111	0.0106304336167449	0.463815524629877	1165	293	9122	26960000	187
20220929 022752	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1223	TRUE	113111	0.0050613396708903	0.428024991763615	357	180	9057	26450000	188
20220929 023058	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	774	TRUE	113111	0.0146142877536487	0.398979255419628	455	57	9419	27250000	189
20220929 023231	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	305	TRUE	113111	0.0172523755970478	0.239977528822904	781	17	9289	27030000	190
20220929 023822	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1064	TRUE	113111	0.00507620015915808	0.437588484391709	26	39	8249	27030000	191
20220929 024249	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	697	TRUE	113111	0.00506047891748719	0.285227090465547	638	17	8686	27110000	192
20220929 024746	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	669	TRUE	113111	0.0109432525546047	0.42064906045717	101	238	9376	26130000	193
20220929 024936	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	203	TRUE	113111	0.0161598702184102	0.390098491024602	343	73	9035	26490000	194
20220929 025226	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	298	TRUE	113111	0.0137109472748924	0.393938167899939	663	316	9381	26680000	195
20220929 025352	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	318	TRUE	113111	0.0178988324805691	0.224531269579075	850	16	9556	26650000	196
20220929 025558	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	371	TRUE	113111	0.0134920931544332	0.387664446513974	395	19	9725	26550000	197
20220929 030128	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	750	TRUE	113111	0.00516724299489603	0.423893723130106	788	41	8268	27070000	198
20220929 030619	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	508	TRUE	113111	0.00783033113652238	0.473172555471722	570	104	8861	2.7e+07	199
20220929 031047	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	424	TRUE	113111	0.00930688883858699	0.485966095903146	612	167	8964	27040000	200
20220929 031244	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	348	TRUE	113111	0.0144482514109265	0.367430509887683	2115	17	8560	26720000	201
20220929 031839	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1154	TRUE	113111	0.00860902333878853	0.476788339646952	1078	237	8448	26070000	202
20220929 032055	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	696	TRUE	113111	0.0147083639961295	0.225732026352437	61	16	8752	27300000	203
20220929 032323	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	275	TRUE	113111	0.014476273091625	0.383480845491548	844	223	9389	26990000	204
20220929 032846	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	735	TRUE	113111	0.00704739526093743	0.487853656731586	1195	91	9348	26670000	205
20220929 033525	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1256	TRUE	113111	0.00586561901088511	0.454621386755047	808	56	8852	26780000	206
20220929 033803	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	214	TRUE	113111	0.0122832578119235	0.489869059633086	646	93	8650	26380000	207
20220929 034135	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	286	TRUE	113111	0.0108578037919869	0.467023643437542	517	172	9524	26320000	208
20220929 034646	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1020	TRUE	113111	0.00518368602299806	0.285026009677405	2015	17	9529	26710000	209
20220929 035025	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	524	TRUE	113111	0.0157077024818762	0.418018748874736	46	248	9186	26430000	210
20220929 035824	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1630	TRUE	113111	0.00504261245050983	0.218602133929737	169	130	9021	26520000	211
20220929 040111	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	612	TRUE	113111	0.00991688899185815	0.27877401058166	81	17	8945	27310000	212
20220929 040614	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	931	TRUE	113111	0.00549508728472466	0.274779875559175	1712	28	8494	26940000	213
20220929 041027	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	498	TRUE	113111	0.00636973190518435	0.278935701658206	410	65	8880	26560000	214
20220929 041543	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	796	TRUE	113111	0.00897689892882945	0.400119277314981	131	154	8332	26940000	215
20220929 041630	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	135	TRUE	113111	0.0448135331003401	0.365692029161664	3810	147	9154	26500000	216
20220929 041937	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	789	TRUE	113111	0.0127971015429598	0.409136837722541	221	38	8136	26370000	217
20220929 042040	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	153	TRUE	113111	0.034558166646497	0.366307731463628	1204	58	9255	26930000	218
20220929 042326	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	451	TRUE	113111	0.0133530975094453	0.454609780709971	2593	328	9123	26400000	219
20220929 042909	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	327	TRUE	113111	0.00776524701538373	0.486124257452472	8	308	9272	26500000	220
20220929 043519	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	862	TRUE	113111	0.00500563379456876	0.379513657378241	2239	392	9293	26380000	221
20220929 044142	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	822	TRUE	113111	0.00502899435665814	0.432482703900349	2209	76	8609	26470000	222
20220929 044933	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	801	TRUE	113111	0.0050190304589995	0.395498819352681	621	243	8309	26750000	223
20220929 045035	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	96	TRUE	113111	0.0394645749669357	0.3669376837634	791	120	8900	26600000	224
20220929 045128	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	111	TRUE	113111	0.0406280475472537	0.291114816662113	1025	187	9266	27070000	225
20220929 045237	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	179	TRUE	113111	0.0384670370888718	0.441013576461986	1032	400	9785	26430000	226
20220929 045418	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	203	TRUE	113111	0.0205671494698986	0.365311167294168	1103	391	9376	26610000	227
20220929 045912	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	485	TRUE	113111	0.00793161251939223	0.489234798779612	492	134	8458	26770000	228
20220929 050033	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	258	TRUE	113111	0.0267255013595621	0.366264126466029	1866	35	9467	26430000	229
20220929 050426	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	555	TRUE	113111	0.0140152501400617	0.326773826545518	111	249	9333	26220000	230
20220929 050519	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	163	TRUE	113111	0.0405509177671924	0.302211591274557	2720	572	9188	26270000	231
20220929 050640	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	174	TRUE	113111	0.0348825972650983	0.350719443558955	374	181	9177	26930000	232
20220929 050737	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	94	TRUE	113111	0.0395175806828856	0.336470550295059	750	398	9860	26440000	233
20220929 050829	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	145	TRUE	113111	0.0386638384682318	0.343226547571062	3820	402	9513	26180000	234
20220929 050928	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	172	TRUE	113111	0.0410580250154523	0.417959161466211	1451	199	9281	26400000	235
20220929 051028	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	204	TRUE	113111	0.0378870133435979	0.312721187294782	2456	456	10275	26170000	236
20220929 051306	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	303	TRUE	113111	0.0142501770290263	0.41385130891573	914	315	9209	26870000	237
20220929 051425	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	179	TRUE	113111	0.0407854688305569	0.338499526433066	330	167	8563	26800000	238
20220929 051549	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	284	TRUE	113111	0.0313211885472829	0.444399599008177	3007	95	9679	26490000	239
20220929 051653	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	143	TRUE	113111	0.0349343369647592	0.360749889466327	1147	295	9991	26660000	240
20220929 051753	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	81	TRUE	113111	0.0358655175378707	0.340240968596646	642	616	10166	26390000	241
20220929 051840	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	94	TRUE	113111	0.0400517143332133	0.354704903908206	2670	180	9157	26570000	242
20220929 052209	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	555	TRUE	113111	0.0114717366878172	0.457476167925762	1324	388	9692	26540000	243
20220929 052324	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	142	TRUE	113111	0.0331716673073775	0.4065932003177	736	245	9385	26910000	244
20220929 052756	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	804	TRUE	113111	0.00761130700647611	0.263977249884659	1573	245	9227	26910000	245
20220929 052953	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	267	TRUE	113111	0.0146320996023266	0.296806551724887	1109	43	9330	26780000	246
20220929 053057	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	99	TRUE	113111	0.036127227273736	0.390913311305734	805	140	9687	26790000	247
20220929 053152	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	85	TRUE	113111	0.0388508960447803	0.357108974567002	904	394	9453	27020000	248
20220929 053232	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	108	TRUE	113111	0.0438297614852909	0.836400037190318	2948	230	6505	25390000	249
20220929 053251	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	55	TRUE	113111	0.0834695581714762	0.985305536818504	4376	604	14063	23480000	250
20220929 053432	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	664	TRUE	113111	0.0366434505583602	0.221239662929624	4252	317	11946	25470000	251
20220929 053521	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	203	TRUE	113111	0.0391742389584635	0.989184360443987	2383	22	10040	26080000	252
20220929 053816	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	283	TRUE	113111	0.0140048987637402	0.24724488954246	407	864	14911	23380000	253
20220929 053843	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	153	TRUE	113111	0.0764150955295551	0.871685886769369	7331	248	5628	24350000	254
20220929 054208	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	386	TRUE	113111	0.00972223816113911	0.407972907617043	631	82	8833	26900000	255
20220929 054532	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	549	TRUE	113111	0.00969212790377798	0.247748459786229	1095	88	9093	26620000	256
20220929 054802	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	450	TRUE	113111	0.0141866071344483	0.408894362483097	3490	257	9452	26060000	257
20220929 054853	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	100	TRUE	113111	0.0433253265224597	0.36543991014254	1014	85	9427	27070000	258
20220929 055011	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	274	TRUE	113111	0.0404797906073663	0.358163826972359	221	114	9446	26230000	259
20220929 055116	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	93	TRUE	113111	0.0405245156350559	0.372280204368964	352	224	9070	26740000	260
20220929 055222	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	146	TRUE	113111	0.0341840930103971	0.385774638256073	1094	205	9400	27040000	261
20220929 055533	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	801	TRUE	113111	0.0103766031580812	0.317195954090717	1350	19	8962	27200000	262
20220929 055751	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	429	TRUE	113111	0.0109517029398824	0.262286012686161	473	19	8769	27030000	263
20220929 055938	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	346	TRUE	113111	0.0144165195190407	0.202305991722911	343	18	9620	26120000	264
20220929 060103	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	204	TRUE	113111	0.0408874934098953	0.364965091098971	239	231	9420	26200000	265
20220929 060201	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	130	TRUE	113111	0.0343066988708758	0.338827962407806	1897	311	10147	26270000	266
20220929 060300	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	125	TRUE	113111	0.0341686253533722	0.554974182298035	1937	268	7601	25760000	267
20220929 060407	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	205	TRUE	113111	0.0189171809182945	0.854114302539267	6857	474	5424	23960000	268
20220929 060721	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	843	TRUE	113111	0.0103194629854264	0.298153297894984	2127	16	8529	26790000	269
20220929 060827	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	153	TRUE	113111	0.0346561156063327	0.369825720398756	1297	175	9288	27190000	270
20220929 060935	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	196	TRUE	113111	0.0396638390973455	0.313911500986211	1343	179	9246	26790000	271
20220929 061330	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	526	TRUE	113111	0.00877145521393645	0.413997980978151	1593	397	9095	26370000	272
20220929 061723	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	836	TRUE	113111	0.00831755559458535	0.332472371926333	3665	21	8857	26210000	273
20220929 061837	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	185	TRUE	113111	0.0298360157268521	0.400320690200798	1640	162	9288	26390000	274
20220929 062124	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	672	TRUE	113111	0.0138801664517851	0.265874290277104	94	54	9401	26720000	275
20220929 062341	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	437	TRUE	113111	0.0154036686886686	0.370711837707199	366	57	9341	26760000	276
20220929 062437	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	159	TRUE	113111	0.0371527509155666	0.338705621756369	1953	373	9603	27040000	277
20220929 062530	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	76	TRUE	113111	0.0374361592147835	0.343876096026476	1111	378	10577	26690000	278
