Feature	Gain	Cover	Frequency
tpaquete2	0.00221832656316869	0.0025072093841028	0.00513895326575442
ccuenta_corriente	0.00206286579242294	0.00149657340104262	0.00147115132705911
catm_trx	0.00201324804600139	0.00840576679647306	0.0066907156244332
mextraccion_autoservicio	0.00198658380313156	0.00910335654626893	0.00789988109872836
tpaquete9	0.00189970943349664	0.00514363078192252	0.00173313717982306
mcuenta_debitos_automaticos	0.00167566338116037	0.0122576413457768	0.00820217246730215
mpagomiscuentas	0.00161347767240707	0.0104157026046002	0.00600552185566595
ccomisiones_mantenimiento	0.00159401004235819	0.00158041156417315	0.00294230265411822
matm_other	0.00147326101349191	0.0104783692259851	0.0079401866145382
mcaja_ahorro	0.00141812597968329	0.00692862642967058	0.00354688539126579
cextraccion_autoservicio	0.00139100162828499	0.00580669475546725	0.00536063360270853
Visa_msaldodolares	0.00132693264939385	0.0040039793467274	0.00245863646440015
Master_madelantopesos	0.00130453263619913	0.000334324688573109	0.000322444126478709
cpagomiscuentas	0.00109542492089364	0.00644638051788486	0.00318413574897725
Master_tconsumos	0.000985587579996884	0.00299095806230751	0.00336551057012152
ctarjeta_visa_debitos_automaticos	0.000978738120761893	0.00544076482387797	0.00409100985469862
Visa_mpagado	0.000935776639156261	0.00694216660080769	0.00370810745450515
Visa_mconsumototal	0.000854518905282881	0.00184396877075804	0.00300276092783297
cprestamos_personales	0.00085191202339764	0.00763831002923345	0.0033453578122166
Master_cadelantosefectivo	0.000824473850705335	0.000201870072812904	0.000241833094859032
catm_trx_other	0.000820050974805814	0.00678545256709845	0.00427238467584289
mtransferencias_emitidas	0.000720943553916343	0.00876586894278037	0.00360734366498055
mttarjeta_master_debitos_automaticos	0.000675523421839821	0.00703461030968446	0.00332520505431168
ccajas_consultas	0.00062998149435987	0.00380822658909424	0.00189435924306241
Visa_mpagosdolares	0.000622672979615543	0.00823006531238012	0.00419177364422321
ccuenta_debitos_automaticos	0.000568422268433957	0.00278986095463455	0.0021966506116362
ccuentas	0.000558390987755291	0.00135306950094939	0.00128977650591483
Visa_madelantopesos	0.00052684164871637	0.000155646226196324	0.000342596884383628
cseguro_vida	0.000517087354786274	0.00448437651714746	0.00227726164325588
Master_mconsumototal	0.000478476046888998	0.00118427224242352	0.00116885995848532
mpagodeservicios	0.000417466877223088	0.00581905754929068	0.00270046955925918
Master_mconsumosdolares	0.000412192059873047	0.000669668708323043	0.00110840168477056
tpaquete7	0.000410277171426733	0.0036835222105749	0.00195481751677717
ctarjeta_visa	0.000378177988436083	0.00217994563911482	0.000705346526672175
cseguro_accidentes_personales	0.000363640525552021	0.0026226527902495	0.00141069305334435
ccajas_otras	0.00033650457142121	0.00189999147786011	0.000624735495052498
mforex_sell	0.000294897454798247	0.00670400966621861	0.0023981781906854
Visa_cadelantosefectivo	0.000273099716279187	6.80196041968782e-05	0.000141069305334435
cforex	0.000207867786937843	0.00418680884440472	0.00155176235867879
ctransferencias_emitidas	0.000174330708966039	0.00493077119012246	0.00165252614820338
cpagodeservicios	0.000173459158198062	0.00440340576250001	0.00159206787448862
ctarjeta_master_debitos_automaticos	0.000161665517636766	0.00171539491812316	0.000826263074101691
ccajas_depositos	0.000125091851176433	0.00142287276869086	0.000624735495052498
Master_mpagado	0.000111239972179279	0.00486435329719496	0.00147115132705911
Master_mpagosdolares	0.000103031353980482	0.000171923650174396	0.000302291368573789
cseguro_vivienda	6.04973703313363e-05	0.000853730700244141	0.000382902400193467
ctarjeta_visa_descuentos	5.49492135137001e-05	0.00157626849758539	0.00056427722133774
mplazo_fijo_dolares	4.42098474970199e-05	0.000470500029143575	0.000201527579049193
mcheques_depositados	3.91481546313328e-05	0.00192555643658677	0.000584429979242659
cplazo_fijo	2.23780656028123e-05	0.000189271537902984	0.000100763789524596
ccheques_depositados	1.20405821437512e-05	0.000617941137411005	0.000201527579049193
cforex_sell	1.17792104977341e-05	0.000257030830815617	0.000120916547429516
Visa_status	7.56623297934217e-06	1.74667543609342e-05	6.04582737147579e-05
Visa_madelantodolares	6.57142442257762e-06	1.02789754306695e-05	2.01527579049193e-05
