Feature	Gain	Cover	Frequency
tpaquete2	0.00244652419939229	0.00172143197087315	0.00462269400333861
ccuentas	0.00242493631930944	0.00147094216455722	0.00243975516842871
tpaquete9	0.00230893158644068	0.00137537536165818	0.000684843556050165
mpagomiscuentas	0.00224588027610741	0.0080225656739382	0.00586397294867954
cextraccion_autoservicio	0.00224187259133581	0.00500998584433606	0.00633480289346402
mcuenta_debitos_automaticos	0.00222583496192221	0.00787675643220879	0.007276462783033
matm_other	0.00222066366582987	0.00925279945535168	0.007276462783033
mdescubierto_preacordado	0.00196069321127932	0.00213061725041575	0.00222574155716304
Visa_msaldodolares	0.00182933412797695	0.00699602702013624	0.0043658776698198
cprestamos_personales	0.00180726462326095	0.00743017481267553	0.00393785044728845
cpagomiscuentas	0.00162934503290293	0.00837397816872451	0.00432307494756667
ctarjeta_visa_debitos_automaticos	0.00155515850322874	0.00545966862377098	0.00526473483713564
mcaja_ahorro	0.00142744034585668	0.00237832695809042	0.00231134700166931
mttarjeta_master_debitos_automaticos	0.00133143250169004	0.00822377987362839	0.00423746950306039
catm_trx_other	0.00108411806804278	0.00512144882804869	0.00368103411376964
Visa_cadelantosefectivo	0.00107906045077124	0.000668000788088645	0.000342421778025082
Master_mconsumototal	0.00104430192158554	0.00277253910794311	0.00355262594701023
Visa_mpagado	0.00103204271910131	0.00777536309711803	0.00299619055771947
mtransferencias_emitidas	0.000976987714485211	0.00870032964308196	0.00321020416898515
ccajas_consultas	0.00088395180982936	0.00347771368219417	0.00154089800111287
ccuenta_debitos_automaticos	0.000864894256880711	0.00326721424491605	0.0029105851132132
Visa_mpagosdolares	0.000800711911926955	0.00676734019214072	0.00303899327997261
mcaja_ahorro_dolares	0.000785138877641454	0.00481789635160359	0.000984462611822112
mforex_sell	0.000615600597695314	0.00834195960484568	0.0021829388349099
mpagodeservicios	0.00061233588823431	0.00825177057805847	0.00209733339040363
cseguro_vida	0.000585448232059714	0.00441083810291118	0.00184051705688482
active_quarter	0.000569249771398583	0.00079938781206361	0.00124127894534092
ctarjeta_master_debitos_automaticos	0.00049714810735403	0.00170075270696417	0.00192612250139109
cforex	0.00044481051184982	0.00540433663427847	0.00149809527885974
ctransferencias_emitidas	0.000410119843183421	0.00497379348407194	0.00158370072336601
ccajas_otras	0.000407570027010944	0.00348638233622517	0.000556435389290759
Master_cadelantosefectivo	0.000404271596735936	0.000419962722306739	0.000428027222531353
cseguro_accidentes_personales	0.000394855277725298	0.00194072410857834	0.00132688438984719
Master_mpagado	0.000387689880766564	0.00525958178691563	0.00136968711210033
Visa_madelantopesos	0.000335337315282203	0.000998887252749355	0.000385224500278218
tpaquete7	0.000309537479815688	0.00163320579588252	0.000941659889568977
mcheques_depositados	0.000306177776414777	0.0123573013128625	0.00162650344561914
ctarjeta_visa	0.00028326065854261	0.003745883748373	0.0007276462783033
ccaja_seguridad	0.000255487691022931	0.00501964322111218	0.0007276462783033
ccajas_depositos	0.000242485250989515	0.00283308469449383	0.000941659889568977
minversion1_pesos	0.000228997102207036	0.00394826909197899	0.000599238111543894
cinversion2	0.000196399667825628	0.00445737374355321	0.000513632667037624
minversion2	0.000190714454018681	0.00423058044730941	0.000599238111543894
cinversion1	0.00017817420296012	0.00342940490777307	0.000428027222531353
mcheques_emitidos	0.000176636904957106	0.00369895407800229	0.000684843556050165
Master_mpagosdolares	0.000161554094219834	0.000482602503896936	0.000470829944784488
ctarjeta_visa_descuentos	0.000146803360545006	0.000888960255293904	0.000428027222531353
Master_msaldodolares	0.000146606125851135	0.00249501813255491	0.0007276462783033
mforex_buy	0.000137109527310111	0.0059431175618999	0.000856054445062706
cplazo_fijo	0.000127815876997848	0.000649660163587863	0.000385224500278218
mplazo_fijo_dolares	0.000122502207290618	0.00530627795818786	0.000770449000556435
cpagodeservicios	0.00012213955550883	0.00206198310915681	0.000556435389290759
cforex_buy	0.000111354581726525	0.001111364498171	0.000171210889012541
mtarjeta_visa_descuentos	0.000100629137258378	0.00263479653038144	0.000470829944784488
cseguro_vivienda	0.000100039479032369	0.000237070905000257	0.000256816333518812
Visa_status	9.56892933644532e-05	0.00195660569569827	0.000299619055771947
ccajeros_propios_descuentos	8.91041024578806e-05	0.00278956630001495	0.000428027222531353
ctarjeta_master_descuentos	8.5362518632875e-05	0.00402034734494049	0.000470829944784488
Master_madelantodolares	8.00411737879643e-05	5.14026374759325e-05	8.56054445062706e-05
cforex_sell	7.19024697735564e-05	0.000238668914455467	0.000214013611265676
mcajeros_propios_descuentos	6.62471823394639e-05	0.00149959688204859	0.000342421778025082
tpaquete4	2.5658746381068e-05	0.000565429012235258	8.56054445062706e-05
mprestamos_prendarios	2.08995570256189e-05	0.00079907404765003	0.000128408166759406
minversion1_dolares	1.41131099184615e-05	1.30212231635747e-05	4.28027222531353e-05
ccheques_emitidos	7.21379404581872e-06	0.000325045338775341	4.28027222531353e-05
ccheques_depositados	6.8529596516004e-06	0.000363072856016568	4.28027222531353e-05
Visa_madelantodolares	3.92820803825117e-06	5.34129187768935e-06	4.28027222531353e-05
